episode_index,split,family,subset,map_name,seed,num_agents,status,makespan,soc,rectangular_actions,goal_waits_removed,num_samples,planner,path,error
513,maze_train,maze,train,medium-mazes-seed-0017,1,16,generated,34,292,544,252,292,mapf_lns2,episode_0000513_medium-mazes-seed-0017_s1_n16.npz,
514,maze_train,maze,train,medium-mazes-seed-0017,1,24,generated,36,443,864,421,443,mapf_lns2,episode_0000514_medium-mazes-seed-0017_s1_n24.npz,
515,maze_train,maze,train,medium-mazes-seed-0017,1,32,generated,35,623,1120,497,623,mapf_lns2,episode_0000515_medium-mazes-seed-0017_s1_n32.npz,
516,maze_train,maze,train,medium-mazes-seed-0017,2,16,generated,34,284,544,260,284,mapf_lns2,episode_0000516_medium-mazes-seed-0017_s2_n16.npz,
517,maze_train,maze,train,medium-mazes-seed-0017,2,24,generated,34,456,816,360,456,mapf_lns2,episode_0000517_medium-mazes-seed-0017_s2_n24.npz,
518,maze_train,maze,train,medium-mazes-seed-0017,2,32,generated,40,682,1280,598,682,mapf_lns2,episode_0000518_medium-mazes-seed-0017_s2_n32.npz,
519,maze_train,maze,train,medium-mazes-seed-0017,3,16,generated,41,343,656,313,343,mapf_lns2,episode_0000519_medium-mazes-seed-0017_s3_n16.npz,
520,maze_train,maze,train,medium-mazes-seed-0017,3,24,generated,36,555,864,309,555,mapf_lns2,episode_0000520_medium-mazes-seed-0017_s3_n24.npz,
521,maze_train,maze,train,medium-mazes-seed-0017,3,32,generated,42,825,1344,519,825,mapf_lns2,episode_0000521_medium-mazes-seed-0017_s3_n32.npz,
522,maze_train,maze,train,medium-mazes-seed-0017,4,16,generated,32,315,512,197,315,mapf_lns2,episode_0000522_medium-mazes-seed-0017_s4_n16.npz,
523,maze_train,maze,train,medium-mazes-seed-0017,4,24,generated,34,496,816,320,496,mapf_lns2,episode_0000523_medium-mazes-seed-0017_s4_n24.npz,
524,maze_train,maze,train,medium-mazes-seed-0017,4,32,generated,39,668,1248,580,668,mapf_lns2,episode_0000524_medium-mazes-seed-0017_s4_n32.npz,
525,maze_train,maze,train,medium-mazes-seed-0017,5,16,generated,43,350,688,338,350,mapf_lns2,episode_0000525_medium-mazes-seed-0017_s5_n16.npz,
526,maze_train,maze,train,medium-mazes-seed-0017,5,24,generated,45,558,1080,522,558,mapf_lns2,episode_0000526_medium-mazes-seed-0017_s5_n24.npz,
527,maze_train,maze,train,medium-mazes-seed-0017,5,32,generated,42,763,1344,581,763,mapf_lns2,episode_0000527_medium-mazes-seed-0017_s5_n32.npz,
528,maze_train,maze,train,medium-mazes-seed-0017,6,16,generated,35,339,560,221,339,mapf_lns2,episode_0000528_medium-mazes-seed-0017_s6_n16.npz,
529,maze_train,maze,train,medium-mazes-seed-0017,6,24,generated,34,507,816,309,507,mapf_lns2,episode_0000529_medium-mazes-seed-0017_s6_n24.npz,
530,maze_train,maze,train,medium-mazes-seed-0017,6,32,generated,42,690,1344,654,690,mapf_lns2,episode_0000530_medium-mazes-seed-0017_s6_n32.npz,
531,maze_train,maze,train,medium-mazes-seed-0017,7,16,generated,38,365,608,243,365,mapf_lns2,episode_0000531_medium-mazes-seed-0017_s7_n16.npz,
532,maze_train,maze,train,medium-mazes-seed-0017,7,24,generated,37,519,888,369,519,mapf_lns2,episode_0000532_medium-mazes-seed-0017_s7_n24.npz,
533,maze_train,maze,train,medium-mazes-seed-0017,7,32,generated,44,788,1408,620,788,mapf_lns2,episode_0000533_medium-mazes-seed-0017_s7_n32.npz,
534,maze_train,maze,train,medium-mazes-seed-0017,8,16,generated,39,366,624,258,366,mapf_lns2,episode_0000534_medium-mazes-seed-0017_s8_n16.npz,
535,maze_train,maze,train,medium-mazes-seed-0017,8,24,generated,39,553,936,383,553,mapf_lns2,episode_0000535_medium-mazes-seed-0017_s8_n24.npz,
536,maze_train,maze,train,medium-mazes-seed-0017,8,32,generated,37,741,1184,443,741,mapf_lns2,episode_0000536_medium-mazes-seed-0017_s8_n32.npz,
537,maze_train,maze,train,medium-mazes-seed-0017,9,16,generated,33,300,528,228,300,mapf_lns2,episode_0000537_medium-mazes-seed-0017_s9_n16.npz,
538,maze_train,maze,train,medium-mazes-seed-0017,9,24,generated,37,548,888,340,548,mapf_lns2,episode_0000538_medium-mazes-seed-0017_s9_n24.npz,
539,maze_train,maze,train,medium-mazes-seed-0017,9,32,generated,37,694,1184,490,694,mapf_lns2,episode_0000539_medium-mazes-seed-0017_s9_n32.npz,
540,maze_train,maze,train,medium-mazes-seed-0018,0,16,generated,38,362,608,246,362,mapf_lns2,episode_0000540_medium-mazes-seed-0018_s0_n16.npz,
541,maze_train,maze,train,medium-mazes-seed-0018,0,24,generated,44,548,1056,508,548,mapf_lns2,episode_0000541_medium-mazes-seed-0018_s0_n24.npz,
542,maze_train,maze,train,medium-mazes-seed-0018,0,32,generated,45,720,1440,720,720,mapf_lns2,episode_0000542_medium-mazes-seed-0018_s0_n32.npz,
543,maze_train,maze,train,medium-mazes-seed-0018,1,16,generated,33,317,528,211,317,mapf_lns2,episode_0000543_medium-mazes-seed-0018_s1_n16.npz,
544,maze_train,maze,train,medium-mazes-seed-0018,1,24,generated,36,480,864,384,480,mapf_lns2,episode_0000544_medium-mazes-seed-0018_s1_n24.npz,
545,maze_train,maze,train,medium-mazes-seed-0018,1,32,generated,35,639,1120,481,639,mapf_lns2,episode_0000545_medium-mazes-seed-0018_s1_n32.npz,
546,maze_train,maze,train,medium-mazes-seed-0018,2,16,generated,37,343,592,249,343,mapf_lns2,episode_0000546_medium-mazes-seed-0018_s2_n16.npz,
547,maze_train,maze,train,medium-mazes-seed-0018,2,24,generated,39,497,936,439,497,mapf_lns2,episode_0000547_medium-mazes-seed-0018_s2_n24.npz,
548,maze_train,maze,train,medium-mazes-seed-0018,2,32,generated,40,751,1280,529,751,mapf_lns2,episode_0000548_medium-mazes-seed-0018_s2_n32.npz,
549,maze_train,maze,train,medium-mazes-seed-0018,3,16,generated,36,298,576,278,298,mapf_lns2,episode_0000549_medium-mazes-seed-0018_s3_n16.npz,
550,maze_train,maze,train,medium-mazes-seed-0018,3,24,generated,40,499,960,461,499,mapf_lns2,episode_0000550_medium-mazes-seed-0018_s3_n24.npz,
551,maze_train,maze,train,medium-mazes-seed-0018,3,32,generated,36,716,1152,436,716,mapf_lns2,episode_0000551_medium-mazes-seed-0018_s3_n32.npz,
552,maze_train,maze,train,medium-mazes-seed-0018,4,16,generated,38,305,608,303,305,mapf_lns2,episode_0000552_medium-mazes-seed-0018_s4_n16.npz,
553,maze_train,maze,train,medium-mazes-seed-0018,4,24,generated,40,486,960,474,486,mapf_lns2,episode_0000553_medium-mazes-seed-0018_s4_n24.npz,
554,maze_train,maze,train,medium-mazes-seed-0018,4,32,generated,39,693,1248,555,693,mapf_lns2,episode_0000554_medium-mazes-seed-0018_s4_n32.npz,
555,maze_train,maze,train,medium-mazes-seed-0018,5,16,generated,32,263,512,249,263,mapf_lns2,episode_0000555_medium-mazes-seed-0018_s5_n16.npz,
556,maze_train,maze,train,medium-mazes-seed-0018,5,24,generated,36,456,864,408,456,mapf_lns2,episode_0000556_medium-mazes-seed-0018_s5_n24.npz,
557,maze_train,maze,train,medium-mazes-seed-0018,5,32,generated,56,658,1792,1134,658,mapf_lns2,episode_0000557_medium-mazes-seed-0018_s5_n32.npz,
558,maze_train,maze,train,medium-mazes-seed-0018,6,16,generated,34,332,544,212,332,mapf_lns2,episode_0000558_medium-mazes-seed-0018_s6_n16.npz,
559,maze_train,maze,train,medium-mazes-seed-0018,6,24,generated,38,540,912,372,540,mapf_lns2,episode_0000559_medium-mazes-seed-0018_s6_n24.npz,
560,maze_train,maze,train,medium-mazes-seed-0018,6,32,generated,46,784,1472,688,784,mapf_lns2,episode_0000560_medium-mazes-seed-0018_s6_n32.npz,
561,maze_train,maze,train,medium-mazes-seed-0018,7,16,generated,33,358,528,170,358,mapf_lns2,episode_0000561_medium-mazes-seed-0018_s7_n16.npz,
562,maze_train,maze,train,medium-mazes-seed-0018,7,24,generated,33,521,792,271,521,mapf_lns2,episode_0000562_medium-mazes-seed-0018_s7_n24.npz,
563,maze_train,maze,train,medium-mazes-seed-0018,7,32,generated,47,730,1504,774,730,mapf_lns2,episode_0000563_medium-mazes-seed-0018_s7_n32.npz,
564,maze_train,maze,train,medium-mazes-seed-0018,8,16,generated,44,309,704,395,309,mapf_lns2,episode_0000564_medium-mazes-seed-0018_s8_n16.npz,
565,maze_train,maze,train,medium-mazes-seed-0018,8,24,generated,39,542,936,394,542,mapf_lns2,episode_0000565_medium-mazes-seed-0018_s8_n24.npz,
566,maze_train,maze,train,medium-mazes-seed-0018,8,32,generated,39,743,1248,505,743,mapf_lns2,episode_0000566_medium-mazes-seed-0018_s8_n32.npz,
567,maze_train,maze,train,medium-mazes-seed-0018,9,16,generated,38,334,608,274,334,mapf_lns2,episode_0000567_medium-mazes-seed-0018_s9_n16.npz,
568,maze_train,maze,train,medium-mazes-seed-0018,9,24,generated,39,538,936,398,538,mapf_lns2,episode_0000568_medium-mazes-seed-0018_s9_n24.npz,
569,maze_train,maze,train,medium-mazes-seed-0018,9,32,generated,42,754,1344,590,754,mapf_lns2,episode_0000569_medium-mazes-seed-0018_s9_n32.npz,
570,maze_train,maze,train,medium-mazes-seed-0019,0,16,generated,30,323,480,157,323,mapf_lns2,episode_0000570_medium-mazes-seed-0019_s0_n16.npz,
571,maze_train,maze,train,medium-mazes-seed-0019,0,24,generated,38,477,912,435,477,mapf_lns2,episode_0000571_medium-mazes-seed-0019_s0_n24.npz,
572,maze_train,maze,train,medium-mazes-seed-0019,0,32,generated,40,723,1280,557,723,mapf_lns2,episode_0000572_medium-mazes-seed-0019_s0_n32.npz,
573,maze_train,maze,train,medium-mazes-seed-0019,1,16,generated,35,229,560,331,229,mapf_lns2,episode_0000573_medium-mazes-seed-0019_s1_n16.npz,
574,maze_train,maze,train,medium-mazes-seed-0019,1,24,generated,34,371,816,445,371,mapf_lns2,episode_0000574_medium-mazes-seed-0019_s1_n24.npz,
575,maze_train,maze,train,medium-mazes-seed-0019,1,32,generated,38,594,1216,622,594,mapf_lns2,episode_0000575_medium-mazes-seed-0019_s1_n32.npz,
576,maze_train,maze,train,medium-mazes-seed-0019,2,16,generated,38,326,608,282,326,mapf_lns2,episode_0000576_medium-mazes-seed-0019_s2_n16.npz,
577,maze_train,maze,train,medium-mazes-seed-0019,2,24,generated,38,537,912,375,537,mapf_lns2,episode_0000577_medium-mazes-seed-0019_s2_n24.npz,
578,maze_train,maze,train,medium-mazes-seed-0019,2,32,generated,38,734,1216,482,734,mapf_lns2,episode_0000578_medium-mazes-seed-0019_s2_n32.npz,
579,maze_train,maze,train,medium-mazes-seed-0019,3,16,generated,38,320,608,288,320,mapf_lns2,episode_0000579_medium-mazes-seed-0019_s3_n16.npz,
580,maze_train,maze,train,medium-mazes-seed-0019,3,24,generated,34,539,816,277,539,mapf_lns2,episode_0000580_medium-mazes-seed-0019_s3_n24.npz,
581,maze_train,maze,train,medium-mazes-seed-0019,3,32,generated,38,752,1216,464,752,mapf_lns2,episode_0000581_medium-mazes-seed-0019_s3_n32.npz,
582,maze_train,maze,train,medium-mazes-seed-0019,4,16,generated,32,314,512,198,314,mapf_lns2,episode_0000582_medium-mazes-seed-0019_s4_n16.npz,
583,maze_train,maze,train,medium-mazes-seed-0019,4,24,generated,33,503,792,289,503,mapf_lns2,episode_0000583_medium-mazes-seed-0019_s4_n24.npz,
584,maze_train,maze,train,medium-mazes-seed-0019,4,32,generated,37,711,1184,473,711,mapf_lns2,episode_0000584_medium-mazes-seed-0019_s4_n32.npz,
585,maze_train,maze,train,medium-mazes-seed-0019,5,16,generated,29,250,464,214,250,mapf_lns2,episode_0000585_medium-mazes-seed-0019_s5_n16.npz,
586,maze_train,maze,train,medium-mazes-seed-0019,5,24,generated,29,443,696,253,443,mapf_lns2,episode_0000586_medium-mazes-seed-0019_s5_n24.npz,
587,maze_train,maze,train,medium-mazes-seed-0019,5,32,generated,36,634,1152,518,634,mapf_lns2,episode_0000587_medium-mazes-seed-0019_s5_n32.npz,
588,maze_train,maze,train,medium-mazes-seed-0019,6,16,generated,35,331,560,229,331,mapf_lns2,episode_0000588_medium-mazes-seed-0019_s6_n16.npz,
589,maze_train,maze,train,medium-mazes-seed-0019,6,24,generated,41,460,984,524,460,mapf_lns2,episode_0000589_medium-mazes-seed-0019_s6_n24.npz,
590,maze_train,maze,train,medium-mazes-seed-0019,6,32,generated,41,664,1312,648,664,mapf_lns2,episode_0000590_medium-mazes-seed-0019_s6_n32.npz,
591,maze_train,maze,train,medium-mazes-seed-0019,7,16,generated,39,313,624,311,313,mapf_lns2,episode_0000591_medium-mazes-seed-0019_s7_n16.npz,
592,maze_train,maze,train,medium-mazes-seed-0019,7,24,generated,40,479,960,481,479,mapf_lns2,episode_0000592_medium-mazes-seed-0019_s7_n24.npz,
593,maze_train,maze,train,medium-mazes-seed-0019,7,32,generated,40,683,1280,597,683,mapf_lns2,episode_0000593_medium-mazes-seed-0019_s7_n32.npz,
594,maze_train,maze,train,medium-mazes-seed-0019,8,16,generated,31,268,496,228,268,mapf_lns2,episode_0000594_medium-mazes-seed-0019_s8_n16.npz,
595,maze_train,maze,train,medium-mazes-seed-0019,8,24,generated,37,509,888,379,509,mapf_lns2,episode_0000595_medium-mazes-seed-0019_s8_n24.npz,
596,maze_train,maze,train,medium-mazes-seed-0019,8,32,generated,41,688,1312,624,688,mapf_lns2,episode_0000596_medium-mazes-seed-0019_s8_n32.npz,
597,maze_train,maze,train,medium-mazes-seed-0019,9,16,generated,32,271,512,241,271,mapf_lns2,episode_0000597_medium-mazes-seed-0019_s9_n16.npz,
598,maze_train,maze,train,medium-mazes-seed-0019,9,24,generated,40,497,960,463,497,mapf_lns2,episode_0000598_medium-mazes-seed-0019_s9_n24.npz,
599,maze_train,maze,train,medium-mazes-seed-0019,9,32,generated,43,672,1376,704,672,mapf_lns2,episode_0000599_medium-mazes-seed-0019_s9_n32.npz,
600,maze_train,maze,train,medium-mazes-seed-0020,0,16,generated,41,339,656,317,339,mapf_lns2,episode_0000600_medium-mazes-seed-0020_s0_n16.npz,
601,maze_train,maze,train,medium-mazes-seed-0020,0,24,generated,41,513,984,471,513,mapf_lns2,episode_0000601_medium-mazes-seed-0020_s0_n24.npz,
602,maze_train,maze,train,medium-mazes-seed-0020,0,32,generated,60,716,1920,1204,716,mapf_lns2,episode_0000602_medium-mazes-seed-0020_s0_n32.npz,
603,maze_train,maze,train,medium-mazes-seed-0020,1,16,generated,44,394,704,310,394,mapf_lns2,episode_0000603_medium-mazes-seed-0020_s1_n16.npz,
604,maze_train,maze,train,medium-mazes-seed-0020,1,24,generated,44,560,1056,496,560,mapf_lns2,episode_0000604_medium-mazes-seed-0020_s1_n24.npz,
605,maze_train,maze,train,medium-mazes-seed-0020,1,32,generated,47,741,1504,763,741,mapf_lns2,episode_0000605_medium-mazes-seed-0020_s1_n32.npz,
606,maze_train,maze,train,medium-mazes-seed-0020,2,16,generated,36,353,576,223,353,mapf_lns2,episode_0000606_medium-mazes-seed-0020_s2_n16.npz,
607,maze_train,maze,train,medium-mazes-seed-0020,2,24,generated,51,570,1224,654,570,mapf_lns2,episode_0000607_medium-mazes-seed-0020_s2_n24.npz,
608,maze_train,maze,train,medium-mazes-seed-0020,2,32,generated,37,806,1184,378,806,mapf_lns2,episode_0000608_medium-mazes-seed-0020_s2_n32.npz,
609,maze_train,maze,train,medium-mazes-seed-0020,3,16,generated,35,329,560,231,329,mapf_lns2,episode_0000609_medium-mazes-seed-0020_s3_n16.npz,
610,maze_train,maze,train,medium-mazes-seed-0020,3,24,generated,48,610,1152,542,610,mapf_lns2,episode_0000610_medium-mazes-seed-0020_s3_n24.npz,
611,maze_train,maze,train,medium-mazes-seed-0020,3,32,generated,48,823,1536,713,823,mapf_lns2,episode_0000611_medium-mazes-seed-0020_s3_n32.npz,
612,maze_train,maze,train,medium-mazes-seed-0020,4,16,generated,42,319,672,353,319,mapf_lns2,episode_0000612_medium-mazes-seed-0020_s4_n16.npz,
613,maze_train,maze,train,medium-mazes-seed-0020,4,24,generated,51,460,1224,764,460,mapf_lns2,episode_0000613_medium-mazes-seed-0020_s4_n24.npz,
614,maze_train,maze,train,medium-mazes-seed-0020,4,32,generated,65,781,2080,1299,781,mapf_lns2,episode_0000614_medium-mazes-seed-0020_s4_n32.npz,
615,maze_train,maze,train,medium-mazes-seed-0020,5,16,generated,36,382,576,194,382,mapf_lns2,episode_0000615_medium-mazes-seed-0020_s5_n16.npz,
616,maze_train,maze,train,medium-mazes-seed-0020,5,24,generated,38,606,912,306,606,mapf_lns2,episode_0000616_medium-mazes-seed-0020_s5_n24.npz,
617,maze_train,maze,train,medium-mazes-seed-0020,5,32,generated,47,845,1504,659,845,mapf_lns2,episode_0000617_medium-mazes-seed-0020_s5_n32.npz,
618,maze_train,maze,train,medium-mazes-seed-0020,6,16,generated,48,372,768,396,372,mapf_lns2,episode_0000618_medium-mazes-seed-0020_s6_n16.npz,
619,maze_train,maze,train,medium-mazes-seed-0020,6,24,generated,48,572,1152,580,572,mapf_lns2,episode_0000619_medium-mazes-seed-0020_s6_n24.npz,
620,maze_train,maze,train,medium-mazes-seed-0020,6,32,generated,48,833,1536,703,833,mapf_lns2,episode_0000620_medium-mazes-seed-0020_s6_n32.npz,
621,maze_train,maze,train,medium-mazes-seed-0020,7,16,generated,42,286,672,386,286,mapf_lns2,episode_0000621_medium-mazes-seed-0020_s7_n16.npz,
622,maze_train,maze,train,medium-mazes-seed-0020,7,24,generated,43,460,1032,572,460,mapf_lns2,episode_0000622_medium-mazes-seed-0020_s7_n24.npz,
623,maze_train,maze,train,medium-mazes-seed-0020,7,32,generated,65,797,2080,1283,797,mapf_lns2,episode_0000623_medium-mazes-seed-0020_s7_n32.npz,
624,maze_train,maze,train,medium-mazes-seed-0020,8,16,generated,35,333,560,227,333,mapf_lns2,episode_0000624_medium-mazes-seed-0020_s8_n16.npz,
625,maze_train,maze,train,medium-mazes-seed-0020,8,24,generated,35,512,840,328,512,mapf_lns2,episode_0000625_medium-mazes-seed-0020_s8_n24.npz,
626,maze_train,maze,train,medium-mazes-seed-0020,8,32,generated,42,767,1344,577,767,mapf_lns2,episode_0000626_medium-mazes-seed-0020_s8_n32.npz,
627,maze_train,maze,train,medium-mazes-seed-0020,9,16,generated,46,394,736,342,394,mapf_lns2,episode_0000627_medium-mazes-seed-0020_s9_n16.npz,
628,maze_train,maze,train,medium-mazes-seed-0020,9,24,generated,43,574,1032,458,574,mapf_lns2,episode_0000628_medium-mazes-seed-0020_s9_n24.npz,
629,maze_train,maze,train,medium-mazes-seed-0020,9,32,generated,49,832,1568,736,832,mapf_lns2,episode_0000629_medium-mazes-seed-0020_s9_n32.npz,
630,maze_train,maze,train,medium-mazes-seed-0021,0,16,generated,36,378,576,198,378,mapf_lns2,episode_0000630_medium-mazes-seed-0021_s0_n16.npz,
631,maze_train,maze,train,medium-mazes-seed-0021,0,24,generated,41,571,984,413,571,mapf_lns2,episode_0000631_medium-mazes-seed-0021_s0_n24.npz,
632,maze_train,maze,train,medium-mazes-seed-0021,0,32,generated,39,769,1248,479,769,mapf_lns2,episode_0000632_medium-mazes-seed-0021_s0_n32.npz,
633,maze_train,maze,train,medium-mazes-seed-0021,1,16,generated,39,339,624,285,339,mapf_lns2,episode_0000633_medium-mazes-seed-0021_s1_n16.npz,
634,maze_train,maze,train,medium-mazes-seed-0021,1,24,generated,39,573,936,363,573,mapf_lns2,episode_0000634_medium-mazes-seed-0021_s1_n24.npz,
635,maze_train,maze,train,medium-mazes-seed-0021,1,32,generated,43,764,1376,612,764,mapf_lns2,episode_0000635_medium-mazes-seed-0021_s1_n32.npz,
636,maze_train,maze,train,medium-mazes-seed-0021,2,16,generated,45,324,720,396,324,mapf_lns2,episode_0000636_medium-mazes-seed-0021_s2_n16.npz,
637,maze_train,maze,train,medium-mazes-seed-0021,2,24,generated,38,601,912,311,601,mapf_lns2,episode_0000637_medium-mazes-seed-0021_s2_n24.npz,
638,maze_train,maze,train,medium-mazes-seed-0021,2,32,generated,43,779,1376,597,779,mapf_lns2,episode_0000638_medium-mazes-seed-0021_s2_n32.npz,
639,maze_train,maze,train,medium-mazes-seed-0021,3,16,generated,32,303,512,209,303,mapf_lns2,episode_0000639_medium-mazes-seed-0021_s3_n16.npz,
640,maze_train,maze,train,medium-mazes-seed-0021,3,24,generated,34,518,816,298,518,mapf_lns2,episode_0000640_medium-mazes-seed-0021_s3_n24.npz,
641,maze_train,maze,train,medium-mazes-seed-0021,3,32,generated,42,760,1344,584,760,mapf_lns2,episode_0000641_medium-mazes-seed-0021_s3_n32.npz,
642,maze_train,maze,train,medium-mazes-seed-0021,4,16,generated,36,354,576,222,354,mapf_lns2,episode_0000642_medium-mazes-seed-0021_s4_n16.npz,
643,maze_train,maze,train,medium-mazes-seed-0021,4,24,generated,39,591,936,345,591,mapf_lns2,episode_0000643_medium-mazes-seed-0021_s4_n24.npz,
644,maze_train,maze,train,medium-mazes-seed-0021,4,32,generated,38,806,1216,410,806,mapf_lns2,episode_0000644_medium-mazes-seed-0021_s4_n32.npz,
645,maze_train,maze,train,medium-mazes-seed-0021,5,16,generated,40,351,640,289,351,mapf_lns2,episode_0000645_medium-mazes-seed-0021_s5_n16.npz,
646,maze_train,maze,train,medium-mazes-seed-0021,5,24,generated,41,539,984,445,539,mapf_lns2,episode_0000646_medium-mazes-seed-0021_s5_n24.npz,
647,maze_train,maze,train,medium-mazes-seed-0021,5,32,generated,37,757,1184,427,757,mapf_lns2,episode_0000647_medium-mazes-seed-0021_s5_n32.npz,
648,maze_train,maze,train,medium-mazes-seed-0021,6,16,generated,29,271,464,193,271,mapf_lns2,episode_0000648_medium-mazes-seed-0021_s6_n16.npz,
649,maze_train,maze,train,medium-mazes-seed-0021,6,24,generated,27,442,648,206,442,mapf_lns2,episode_0000649_medium-mazes-seed-0021_s6_n24.npz,
650,maze_train,maze,train,medium-mazes-seed-0021,6,32,generated,32,635,1024,389,635,mapf_lns2,episode_0000650_medium-mazes-seed-0021_s6_n32.npz,
651,maze_train,maze,train,medium-mazes-seed-0021,7,16,generated,43,383,688,305,383,mapf_lns2,episode_0000651_medium-mazes-seed-0021_s7_n16.npz,
652,maze_train,maze,train,medium-mazes-seed-0021,7,24,generated,41,596,984,388,596,mapf_lns2,episode_0000652_medium-mazes-seed-0021_s7_n24.npz,
653,maze_train,maze,train,medium-mazes-seed-0021,7,32,generated,45,777,1440,663,777,mapf_lns2,episode_0000653_medium-mazes-seed-0021_s7_n32.npz,
654,maze_train,maze,train,medium-mazes-seed-0021,8,16,generated,30,308,480,172,308,mapf_lns2,episode_0000654_medium-mazes-seed-0021_s8_n16.npz,
655,maze_train,maze,train,medium-mazes-seed-0021,8,24,generated,39,573,936,363,573,mapf_lns2,episode_0000655_medium-mazes-seed-0021_s8_n24.npz,
656,maze_train,maze,train,medium-mazes-seed-0021,8,32,generated,46,804,1472,668,804,mapf_lns2,episode_0000656_medium-mazes-seed-0021_s8_n32.npz,
657,maze_train,maze,train,medium-mazes-seed-0021,9,16,generated,45,310,720,410,310,mapf_lns2,episode_0000657_medium-mazes-seed-0021_s9_n16.npz,
658,maze_train,maze,train,medium-mazes-seed-0021,9,24,generated,42,473,1008,535,473,mapf_lns2,episode_0000658_medium-mazes-seed-0021_s9_n24.npz,
659,maze_train,maze,train,medium-mazes-seed-0021,9,32,generated,43,743,1376,633,743,mapf_lns2,episode_0000659_medium-mazes-seed-0021_s9_n32.npz,
660,maze_train,maze,train,medium-mazes-seed-0022,0,16,generated,38,356,608,252,356,mapf_lns2,episode_0000660_medium-mazes-seed-0022_s0_n16.npz,
661,maze_train,maze,train,medium-mazes-seed-0022,0,24,generated,40,538,960,422,538,mapf_lns2,episode_0000661_medium-mazes-seed-0022_s0_n24.npz,
662,maze_train,maze,train,medium-mazes-seed-0022,0,32,generated,40,678,1280,602,678,mapf_lns2,episode_0000662_medium-mazes-seed-0022_s0_n32.npz,
663,maze_train,maze,train,medium-mazes-seed-0022,1,16,generated,33,314,528,214,314,mapf_lns2,episode_0000663_medium-mazes-seed-0022_s1_n16.npz,
664,maze_train,maze,train,medium-mazes-seed-0022,1,24,generated,33,471,792,321,471,mapf_lns2,episode_0000664_medium-mazes-seed-0022_s1_n24.npz,
665,maze_train,maze,train,medium-mazes-seed-0022,1,32,generated,40,703,1280,577,703,mapf_lns2,episode_0000665_medium-mazes-seed-0022_s1_n32.npz,
666,maze_train,maze,train,medium-mazes-seed-0022,2,16,generated,36,343,576,233,343,mapf_lns2,episode_0000666_medium-mazes-seed-0022_s2_n16.npz,
667,maze_train,maze,train,medium-mazes-seed-0022,2,24,generated,36,484,864,380,484,mapf_lns2,episode_0000667_medium-mazes-seed-0022_s2_n24.npz,
668,maze_train,maze,train,medium-mazes-seed-0022,2,32,generated,36,648,1152,504,648,mapf_lns2,episode_0000668_medium-mazes-seed-0022_s2_n32.npz,
669,maze_train,maze,train,medium-mazes-seed-0022,3,16,generated,31,314,496,182,314,mapf_lns2,episode_0000669_medium-mazes-seed-0022_s3_n16.npz,
670,maze_train,maze,train,medium-mazes-seed-0022,3,24,generated,31,499,744,245,499,mapf_lns2,episode_0000670_medium-mazes-seed-0022_s3_n24.npz,
671,maze_train,maze,train,medium-mazes-seed-0022,3,32,generated,31,650,992,342,650,mapf_lns2,episode_0000671_medium-mazes-seed-0022_s3_n32.npz,
672,maze_train,maze,train,medium-mazes-seed-0022,4,16,generated,35,322,560,238,322,mapf_lns2,episode_0000672_medium-mazes-seed-0022_s4_n16.npz,
673,maze_train,maze,train,medium-mazes-seed-0022,4,24,generated,36,533,864,331,533,mapf_lns2,episode_0000673_medium-mazes-seed-0022_s4_n24.npz,
674,maze_train,maze,train,medium-mazes-seed-0022,4,32,generated,36,748,1152,404,748,mapf_lns2,episode_0000674_medium-mazes-seed-0022_s4_n32.npz,
675,maze_train,maze,train,medium-mazes-seed-0022,5,16,generated,34,325,544,219,325,mapf_lns2,episode_0000675_medium-mazes-seed-0022_s5_n16.npz,
676,maze_train,maze,train,medium-mazes-seed-0022,5,24,generated,35,500,840,340,500,mapf_lns2,episode_0000676_medium-mazes-seed-0022_s5_n24.npz,
677,maze_train,maze,train,medium-mazes-seed-0022,5,32,generated,40,664,1280,616,664,mapf_lns2,episode_0000677_medium-mazes-seed-0022_s5_n32.npz,
678,maze_train,maze,train,medium-mazes-seed-0022,6,16,generated,36,346,576,230,346,mapf_lns2,episode_0000678_medium-mazes-seed-0022_s6_n16.npz,
679,maze_train,maze,train,medium-mazes-seed-0022,6,24,generated,34,561,816,255,561,mapf_lns2,episode_0000679_medium-mazes-seed-0022_s6_n24.npz,
680,maze_train,maze,train,medium-mazes-seed-0022,6,32,generated,38,761,1216,455,761,mapf_lns2,episode_0000680_medium-mazes-seed-0022_s6_n32.npz,
681,maze_train,maze,train,medium-mazes-seed-0022,7,16,generated,41,286,656,370,286,mapf_lns2,episode_0000681_medium-mazes-seed-0022_s7_n16.npz,
682,maze_train,maze,train,medium-mazes-seed-0022,7,24,generated,37,443,888,445,443,mapf_lns2,episode_0000682_medium-mazes-seed-0022_s7_n24.npz,
683,maze_train,maze,train,medium-mazes-seed-0022,7,32,generated,37,647,1184,537,647,mapf_lns2,episode_0000683_medium-mazes-seed-0022_s7_n32.npz,
684,maze_train,maze,train,medium-mazes-seed-0022,8,16,generated,39,279,624,345,279,mapf_lns2,episode_0000684_medium-mazes-seed-0022_s8_n16.npz,
685,maze_train,maze,train,medium-mazes-seed-0022,8,24,generated,40,456,960,504,456,mapf_lns2,episode_0000685_medium-mazes-seed-0022_s8_n24.npz,
